"","common_name","sci_name","year","route_num","mbbs_county","count","Percent_change_from_previous_year"
"14913","Blue Grosbeak","Passerina caerulea",2018,1,"orange",4,300
"14914","Blue Grosbeak","Passerina caerulea",2018,2,"orange",1,-75
"14915","Blue Grosbeak","Passerina caerulea",2018,7,"orange",5,400
"14916","Blue Grosbeak","Passerina caerulea",2018,8,"orange",1,-80
"14917","Blue Grosbeak","Passerina caerulea",2018,12,"orange",3,200
"14918","Blue Grosbeak","Passerina caerulea",2019,1,"orange",7,133.333333333333
"14919","Blue Grosbeak","Passerina caerulea",2019,2,"orange",2,-71.4285714285714
"14920","Blue Grosbeak","Passerina caerulea",2019,4,"orange",1,-50
"14921","Blue Grosbeak","Passerina caerulea",2019,5,"orange",10,900
"14922","Blue Grosbeak","Passerina caerulea",2019,7,"orange",9,-10
"14923","Blue Grosbeak","Passerina caerulea",2019,12,"orange",3,-66.6666666666667
"14924","Blue Grosbeak","Passerina caerulea",2020,1,"orange",2,-33.3333333333333
"14925","Blue Grosbeak","Passerina caerulea",2020,2,"orange",1,-50
"14926","Blue Grosbeak","Passerina caerulea",2020,4,"orange",1,0
"14927","Blue Grosbeak","Passerina caerulea",2020,5,"orange",6,500
"14928","Blue Grosbeak","Passerina caerulea",2020,6,"orange",2,-66.6666666666667
"14929","Blue Grosbeak","Passerina caerulea",2020,7,"orange",7,250
"14930","Blue Grosbeak","Passerina caerulea",2020,8,"orange",1,-85.7142857142857
"14931","Blue Grosbeak","Passerina caerulea",2020,9,"orange",1,0
"14932","Blue Grosbeak","Passerina caerulea",2020,12,"orange",1,0
"14933","Blue Grosbeak","Passerina caerulea",2021,1,"orange",2,100
"14934","Blue Grosbeak","Passerina caerulea",2021,2,"orange",2,0
"14935","Blue Grosbeak","Passerina caerulea",2021,5,"orange",10,400
"14936","Blue Grosbeak","Passerina caerulea",2021,7,"orange",5,-50
"14937","Blue Grosbeak","Passerina caerulea",2021,8,"orange",2,-60
"14938","Blue Grosbeak","Passerina caerulea",2021,12,"orange",2,0
"14939","Blue Grosbeak","Passerina caerulea",2022,1,"orange",8,300
"14940","Blue Grosbeak","Passerina caerulea",2022,3,"orange",3,-62.5
"14941","Blue Grosbeak","Passerina caerulea",2022,4,"orange",2,-33.3333333333333
"14942","Blue Grosbeak","Passerina caerulea",2022,5,"orange",9,350
"14943","Blue Grosbeak","Passerina caerulea",2022,6,"orange",4,-55.5555555555556
"14944","Blue Grosbeak","Passerina caerulea",2022,7,"orange",6,50
"14945","Blue Grosbeak","Passerina caerulea",2022,8,"orange",1,-83.3333333333333
"14946","Blue Grosbeak","Passerina caerulea",2022,9,"orange",2,100
"14947","Blue Grosbeak","Passerina caerulea",2023,1,"orange",7,250
"14948","Blue Grosbeak","Passerina caerulea",2023,3,"orange",3,-57.1428571428571
"14949","Blue Grosbeak","Passerina caerulea",2023,4,"orange",1,-66.6666666666667
"14950","Blue Grosbeak","Passerina caerulea",2023,5,"orange",7,600
"14951","Blue Grosbeak","Passerina caerulea",2023,6,"orange",3,-57.1428571428571
"14952","Blue Grosbeak","Passerina caerulea",2023,7,"orange",11,266.666666666667
"14953","Blue Grosbeak","Passerina caerulea",2023,8,"orange",3,-72.7272727272727
"14954","Blue Grosbeak","Passerina caerulea",2023,10,"orange",3,0
"14955","Blue Jay","Cyanocitta cristata",1999,2,"orange",1,NA
"14956","Blue Jay","Cyanocitta cristata",1999,3,"orange",7,NA
"14957","Blue Jay","Cyanocitta cristata",1999,4,"orange",6,NA
"14958","Blue Jay","Cyanocitta cristata",1999,5,"orange",1,NA
"14959","Blue Jay","Cyanocitta cristata",1999,6,"orange",2,NA
"14960","Blue Jay","Cyanocitta cristata",1999,7,"orange",1,NA
"14961","Blue Jay","Cyanocitta cristata",1999,8,"orange",1,NA
"14962","Blue Jay","Cyanocitta cristata",1999,9,"orange",7,NA
"14963","Blue Jay","Cyanocitta cristata",1999,10,"orange",12,NA
"14964","Blue Jay","Cyanocitta cristata",1999,11,"orange",6,NA
"14965","Blue Jay","Cyanocitta cristata",1999,12,"orange",1,NA
"14966","Blue Jay","Cyanocitta cristata",2000,1,"orange",5,400
"14967","Blue Jay","Cyanocitta cristata",2000,2,"orange",1,-80
"14968","Blue Jay","Cyanocitta cristata",2000,3,"orange",4,300
"14969","Blue Jay","Cyanocitta cristata",2000,6,"orange",3,-25
"14970","Blue Jay","Cyanocitta cristata",2000,7,"orange",4,33.3333333333333
"14971","Blue Jay","Cyanocitta cristata",2000,8,"orange",3,-25
"14972","Blue Jay","Cyanocitta cristata",2000,10,"orange",5,66.6666666666667
"14973","Blue Jay","Cyanocitta cristata",2000,11,"orange",8,60
"14974","Blue Jay","Cyanocitta cristata",2000,12,"orange",2,-75
"14975","Blue Jay","Cyanocitta cristata",2001,1,"orange",5,150
"14976","Blue Jay","Cyanocitta cristata",2001,2,"orange",6,20
"14977","Blue Jay","Cyanocitta cristata",2001,3,"orange",2,-66.6666666666667
"14978","Blue Jay","Cyanocitta cristata",2001,4,"orange",3,50
"14979","Blue Jay","Cyanocitta cristata",2001,6,"orange",3,0
"14980","Blue Jay","Cyanocitta cristata",2001,7,"orange",10,233.333333333333
"14981","Blue Jay","Cyanocitta cristata",2001,8,"orange",2,-80
"14982","Blue Jay","Cyanocitta cristata",2001,9,"orange",10,400
"14983","Blue Jay","Cyanocitta cristata",2001,10,"orange",4,-60
"14984","Blue Jay","Cyanocitta cristata",2001,11,"orange",9,125
"14985","Blue Jay","Cyanocitta cristata",2001,12,"orange",2,-77.7777777777778
"14986","Blue Jay","Cyanocitta cristata",2002,1,"orange",3,50
"14987","Blue Jay","Cyanocitta cristata",2002,2,"orange",1,-66.6666666666667
"14988","Blue Jay","Cyanocitta cristata",2002,3,"orange",9,800
"14989","Blue Jay","Cyanocitta cristata",2002,4,"orange",4,-55.5555555555556
"14990","Blue Jay","Cyanocitta cristata",2002,5,"orange",11,175
"14991","Blue Jay","Cyanocitta cristata",2002,6,"orange",3,-72.7272727272727
"14992","Blue Jay","Cyanocitta cristata",2002,7,"orange",1,-66.6666666666667
"14993","Blue Jay","Cyanocitta cristata",2002,8,"orange",3,200
"14994","Blue Jay","Cyanocitta cristata",2002,9,"orange",9,200
"14995","Blue Jay","Cyanocitta cristata",2002,10,"orange",5,-44.4444444444444
"14996","Blue Jay","Cyanocitta cristata",2002,11,"orange",5,0
"14997","Blue Jay","Cyanocitta cristata",2002,12,"orange",3,-40
"14998","Blue Jay","Cyanocitta cristata",2003,1,"orange",7,133.333333333333
"14999","Blue Jay","Cyanocitta cristata",2003,3,"orange",8,14.2857142857143
"15000","Blue Jay","Cyanocitta cristata",2003,4,"orange",1,-87.5
"15001","Blue Jay","Cyanocitta cristata",2003,5,"orange",4,300
"15002","Blue Jay","Cyanocitta cristata",2003,6,"orange",4,0
"15003","Blue Jay","Cyanocitta cristata",2003,7,"orange",2,-50
"15004","Blue Jay","Cyanocitta cristata",2003,8,"orange",3,50
"15005","Blue Jay","Cyanocitta cristata",2003,10,"orange",5,66.6666666666667
"15006","Blue Jay","Cyanocitta cristata",2003,11,"orange",7,40
"15007","Blue Jay","Cyanocitta cristata",2003,12,"orange",2,-71.4285714285714
"15008","Blue Jay","Cyanocitta cristata",2004,1,"orange",8,300
"15009","Blue Jay","Cyanocitta cristata",2004,2,"orange",1,-87.5
"15010","Blue Jay","Cyanocitta cristata",2004,3,"orange",3,200
"15011","Blue Jay","Cyanocitta cristata",2004,4,"orange",4,33.3333333333333
"15012","Blue Jay","Cyanocitta cristata",2004,5,"orange",8,100
"15013","Blue Jay","Cyanocitta cristata",2004,6,"orange",1,-87.5
"15014","Blue Jay","Cyanocitta cristata",2004,7,"orange",4,300
"15015","Blue Jay","Cyanocitta cristata",2004,9,"orange",3,-25
"15016","Blue Jay","Cyanocitta cristata",2004,10,"orange",6,100
"15017","Blue Jay","Cyanocitta cristata",2004,11,"orange",4,-33.3333333333333
"15018","Blue Jay","Cyanocitta cristata",2004,12,"orange",3,-25
"15019","Blue Jay","Cyanocitta cristata",2005,1,"orange",5,66.6666666666667
"15020","Blue Jay","Cyanocitta cristata",2005,2,"orange",1,-80
"15021","Blue Jay","Cyanocitta cristata",2005,3,"orange",2,100
"15022","Blue Jay","Cyanocitta cristata",2005,4,"orange",1,-50
"15023","Blue Jay","Cyanocitta cristata",2005,5,"orange",5,400
"15024","Blue Jay","Cyanocitta cristata",2005,6,"orange",6,20
"15025","Blue Jay","Cyanocitta cristata",2005,7,"orange",1,-83.3333333333333
"15026","Blue Jay","Cyanocitta cristata",2005,8,"orange",1,0
"15027","Blue Jay","Cyanocitta cristata",2005,9,"orange",7,600
"15028","Blue Jay","Cyanocitta cristata",2005,10,"orange",7,0
"15029","Blue Jay","Cyanocitta cristata",2005,11,"orange",6,-14.2857142857143
"15030","Blue Jay","Cyanocitta cristata",2005,12,"orange",5,-16.6666666666667
"15031","Blue Jay","Cyanocitta cristata",2006,1,"orange",4,-20
"15032","Blue Jay","Cyanocitta cristata",2006,2,"orange",1,-75
"15033","Blue Jay","Cyanocitta cristata",2006,3,"orange",2,100
"15034","Blue Jay","Cyanocitta cristata",2006,4,"orange",1,-50
"15035","Blue Jay","Cyanocitta cristata",2006,5,"orange",5,400
"15036","Blue Jay","Cyanocitta cristata",2006,6,"orange",2,-60
"15037","Blue Jay","Cyanocitta cristata",2006,8,"orange",3,50
"15038","Blue Jay","Cyanocitta cristata",2006,9,"orange",4,33.3333333333333
"15039","Blue Jay","Cyanocitta cristata",2006,10,"orange",7,75
"15040","Blue Jay","Cyanocitta cristata",2006,11,"orange",11,57.1428571428571
"15041","Blue Jay","Cyanocitta cristata",2006,12,"orange",4,-63.6363636363636
"15042","Blue Jay","Cyanocitta cristata",2007,1,"orange",3,-25
"15043","Blue Jay","Cyanocitta cristata",2007,3,"orange",1,-66.6666666666667
"15044","Blue Jay","Cyanocitta cristata",2007,4,"orange",1,0
"15045","Blue Jay","Cyanocitta cristata",2007,5,"orange",3,200
"15046","Blue Jay","Cyanocitta cristata",2007,6,"orange",5,66.6666666666667
"15047","Blue Jay","Cyanocitta cristata",2007,7,"orange",2,-60
"15048","Blue Jay","Cyanocitta cristata",2007,8,"orange",2,0
"15049","Blue Jay","Cyanocitta cristata",2007,9,"orange",10,400
"15050","Blue Jay","Cyanocitta cristata",2007,10,"orange",6,-40
"15051","Blue Jay","Cyanocitta cristata",2007,11,"orange",14,133.333333333333
"15052","Blue Jay","Cyanocitta cristata",2007,12,"orange",3,-78.5714285714286
"15053","Blue Jay","Cyanocitta cristata",2008,1,"orange",1,-66.6666666666667
"15054","Blue Jay","Cyanocitta cristata",2008,2,"orange",1,0
"15055","Blue Jay","Cyanocitta cristata",2008,3,"orange",5,400
"15056","Blue Jay","Cyanocitta cristata",2008,4,"orange",2,-60
"15057","Blue Jay","Cyanocitta cristata",2008,5,"orange",4,100
"15058","Blue Jay","Cyanocitta cristata",2008,7,"orange",6,50
"15059","Blue Jay","Cyanocitta cristata",2008,9,"orange",7,16.6666666666667
"15060","Blue Jay","Cyanocitta cristata",2008,10,"orange",6,-14.2857142857143
"15061","Blue Jay","Cyanocitta cristata",2008,11,"orange",13,116.666666666667
"15062","Blue Jay","Cyanocitta cristata",2008,12,"orange",2,-84.6153846153846
"15063","Blue Jay","Cyanocitta cristata",2009,1,"orange",1,-50
"15064","Blue Jay","Cyanocitta cristata",2009,2,"orange",3,200
"15065","Blue Jay","Cyanocitta cristata",2009,3,"orange",3,0
"15066","Blue Jay","Cyanocitta cristata",2009,5,"orange",5,66.6666666666667
"15067","Blue Jay","Cyanocitta cristata",2009,7,"orange",5,0
"15068","Blue Jay","Cyanocitta cristata",2009,8,"orange",3,-40
"15069","Blue Jay","Cyanocitta cristata",2009,9,"orange",4,33.3333333333333
"15070","Blue Jay","Cyanocitta cristata",2009,10,"orange",2,-50
"15071","Blue Jay","Cyanocitta cristata",2009,11,"orange",13,550
"15072","Blue Jay","Cyanocitta cristata",2009,12,"orange",1,-92.3076923076923
"15073","Blue Jay","Cyanocitta cristata",2010,1,"orange",2,100
"15074","Blue Jay","Cyanocitta cristata",2010,2,"orange",1,-50
"15075","Blue Jay","Cyanocitta cristata",2010,4,"orange",10,900
"15076","Blue Jay","Cyanocitta cristata",2010,5,"orange",7,-30
"15077","Blue Jay","Cyanocitta cristata",2010,6,"orange",1,-85.7142857142857
"15078","Blue Jay","Cyanocitta cristata",2010,7,"orange",1,0
"15079","Blue Jay","Cyanocitta cristata",2010,8,"orange",0,-100
"15080","Blue Jay","Cyanocitta cristata",2010,12,"orange",1,Inf
"15081","Blue Jay","Cyanocitta cristata",2011,1,"orange",3,200
"15082","Blue Jay","Cyanocitta cristata",2011,2,"orange",3,0
"15083","Blue Jay","Cyanocitta cristata",2011,3,"orange",3,0
"15084","Blue Jay","Cyanocitta cristata",2011,4,"orange",14,366.666666666667
"15085","Blue Jay","Cyanocitta cristata",2011,5,"orange",5,-64.2857142857143
"15086","Blue Jay","Cyanocitta cristata",2011,6,"orange",3,-40
"15087","Blue Jay","Cyanocitta cristata",2011,7,"orange",4,33.3333333333333
"15088","Blue Jay","Cyanocitta cristata",2011,8,"orange",3,-25
"15089","Blue Jay","Cyanocitta cristata",2011,9,"orange",2,-33.3333333333333
"15090","Blue Jay","Cyanocitta cristata",2011,12,"orange",4,100
"15091","Blue Jay","Cyanocitta cristata",2012,1,"orange",4,0
"15092","Blue Jay","Cyanocitta cristata",2012,2,"orange",1,-75
"15093","Blue Jay","Cyanocitta cristata",2012,5,"orange",4,300
"15094","Blue Jay","Cyanocitta cristata",2012,6,"orange",10,150
"15095","Blue Jay","Cyanocitta cristata",2012,8,"orange",2,-80
"15096","Blue Jay","Cyanocitta cristata",2012,9,"orange",3,50
"15097","Blue Jay","Cyanocitta cristata",2012,10,"orange",12,300
"15098","Blue Jay","Cyanocitta cristata",2012,11,"orange",5,-58.3333333333333
"15099","Blue Jay","Cyanocitta cristata",2012,12,"orange",5,0
"15100","Blue Jay","Cyanocitta cristata",2013,1,"orange",3,-40
"15101","Blue Jay","Cyanocitta cristata",2013,4,"orange",5,66.6666666666667
"15102","Blue Jay","Cyanocitta cristata",2013,5,"orange",9,80
"15103","Blue Jay","Cyanocitta cristata",2013,6,"orange",3,-66.6666666666667
"15104","Blue Jay","Cyanocitta cristata",2013,9,"orange",6,100
"15105","Blue Jay","Cyanocitta cristata",2013,10,"orange",1,-83.3333333333333
"15106","Blue Jay","Cyanocitta cristata",2014,3,"orange",1,0
"15107","Blue Jay","Cyanocitta cristata",2014,4,"orange",2,100
"15108","Blue Jay","Cyanocitta cristata",2014,5,"orange",3,50
"15109","Blue Jay","Cyanocitta cristata",2014,6,"orange",4,33.3333333333333
"15110","Blue Jay","Cyanocitta cristata",2014,7,"orange",2,-50
"15111","Blue Jay","Cyanocitta cristata",2014,9,"orange",4,100
"15112","Blue Jay","Cyanocitta cristata",2014,12,"orange",2,-50
"15113","Blue Jay","Cyanocitta cristata",2015,1,"orange",3,50
"15114","Blue Jay","Cyanocitta cristata",2015,2,"orange",1,-66.6666666666667
"15115","Blue Jay","Cyanocitta cristata",2015,3,"orange",3,200
"15116","Blue Jay","Cyanocitta cristata",2015,4,"orange",7,133.333333333333
"15117","Blue Jay","Cyanocitta cristata",2015,5,"orange",1,-85.7142857142857
"15118","Blue Jay","Cyanocitta cristata",2015,6,"orange",1,0
"15119","Blue Jay","Cyanocitta cristata",2015,7,"orange",3,200
"15120","Blue Jay","Cyanocitta cristata",2015,8,"orange",1,-66.6666666666667
"15121","Blue Jay","Cyanocitta cristata",2015,9,"orange",1,0
"15122","Blue Jay","Cyanocitta cristata",2015,12,"orange",3,200
"15123","Blue Jay","Cyanocitta cristata",2016,1,"orange",4,33.3333333333333
"15124","Blue Jay","Cyanocitta cristata",2016,3,"orange",1,-75
"15125","Blue Jay","Cyanocitta cristata",2016,4,"orange",2,100
"15126","Blue Jay","Cyanocitta cristata",2016,6,"orange",1,-50
"15127","Blue Jay","Cyanocitta cristata",2016,9,"orange",6,500
"15128","Blue Jay","Cyanocitta cristata",2016,12,"orange",1,-83.3333333333333
"15129","Blue Jay","Cyanocitta cristata",2017,1,"orange",1,0
"15130","Blue Jay","Cyanocitta cristata",2017,4,"orange",2,100
"15131","Blue Jay","Cyanocitta cristata",2017,5,"orange",4,100
"15132","Blue Jay","Cyanocitta cristata",2017,6,"orange",2,-50
"15133","Blue Jay","Cyanocitta cristata",2017,7,"orange",1,-50
"15134","Blue Jay","Cyanocitta cristata",2017,8,"orange",2,100
"15135","Blue Jay","Cyanocitta cristata",2017,11,"orange",4,100
"15136","Blue Jay","Cyanocitta cristata",2018,1,"orange",1,-75
"15137","Blue Jay","Cyanocitta cristata",2018,4,"orange",5,400
"15138","Blue Jay","Cyanocitta cristata",2018,7,"orange",1,-80
"15139","Blue Jay","Cyanocitta cristata",2018,8,"orange",2,100
"15140","Blue Jay","Cyanocitta cristata",2018,11,"orange",2,0
"15141","Blue Jay","Cyanocitta cristata",2018,12,"orange",1,-50
"15142","Blue Jay","Cyanocitta cristata",2019,1,"orange",2,100
"15143","Blue Jay","Cyanocitta cristata",2019,3,"orange",2,0
"15144","Blue Jay","Cyanocitta cristata",2019,4,"orange",4,100
"15145","Blue Jay","Cyanocitta cristata",2019,5,"orange",3,-25
"15146","Blue Jay","Cyanocitta cristata",2019,6,"orange",3,0
"15147","Blue Jay","Cyanocitta cristata",2019,7,"orange",1,-66.6666666666667
